name,newprice,oldprice,stock,warranty,data,productlink
"ASUS Laptop E510MA-BR143T Celeron N4020 RAM 4GB 256GB SSD 15.6 HD Intel® UHD Graphics 600 WIN 10","4999","5999","Out Of Stock","no warranty","Processor: Intel® Celeron® N4020 Processor 1.1 GHz (4M Cache and up to 2.8 GHz and 2 cores
RAM: 4Gb
Display
15.6-inch and HD (1366 x 768) 16:9 and Anti-glare display and LED Backlit and 200nits and NTSC: 45% and Screen-to-body ratio: 84 ％
Operating System: Windows 10
Video graphics: Intel® UHD Graphics 600Storage
256GB M.2 NVMe™ PCIe® 3.0 SSD
Keyboard
Chiclet Keyboard","https://www.sigma-computer.com/item?id=3670&name=ASUS_Laptop_E510MA-BR143T_Celeron_N4020_RAM_4GB_256GB_SSD_15.6_HD_Intel®_UHD_Graphics_600_WIN_10	"
"Asus ROG Strix G513QM-HQ243T Ryzen9 5900HX RAM 16GB 1TB SSD 15.6 WQHD RTX 3060 6GB","31000","35000","Out Of Stock","no warranty","https://fb.watch/9NLKL7MBfn/
Processor
AMD Ryzen™ 9 5900HX Mobile Processor (8-core/16-thread and 20MB cache and up to 4.6 GHz max boost)
Graphics
NVIDIA® GeForce RTX™ 3060 Laptop GPU
With ROG Boost up to 1802MHz at 115W (130W with Dynamic Boost)
6GB GDDR5
Display
15.6-inch with 200 Nits
WQHD (2560 x 1440) 16:9
anti-glare display
DCI-P3:
100.00%
Refresh Rate:
165Hz
Response Time:
3ms
IPS-level
Memory
16 GB DDR4
Max Capacity :
32GB
Storage
1TB PCIE SSD","https://www.sigma-computer.com/item?id=3666&name=Asus_ROG_Strix_G513QM-HQ243T_Ryzen9_5900HX_RAM_16GB_1TB_SSD_15.6_WQHD_RTX_3060_6GB"
"MSI GF65 Thin 10UE Core i5 10500H RAM 8GB 512 SSD 15.6 FHD 144Hz IPS RTX 3060 6GB WIN 10","20999","22000","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=3659&name=MSI_GF65_Thin_10UE_Core_i5_10500H_RAM_8GB_512_SSD_15.6_FHD_144Hz_IPS_RTX_3060_6GB_WIN_10"
"Asus TUF FX505DT-HN536 Gaming Laptop AMD Ryzen™ 7 3750H 8GB DDR4 512GB ssd 15.6 Full HD NVIDIA GeForce GTX 1650 4GB","14799","20000","Out Of Stock","no warranty","Cpu:AMD Ryzen 7 3750H Processor 2.3GHz (2M cache and up to 4.0GHz)
Operating System: Freedos
Memory:DDR4 2400 8GB
Graphic:NVIDIA GeForce GTX 1650 GDDR5 4GB
screen:15.6 " and FHD (1920x1080 16:9) and 144Hz and 200 nits and IPS panel and wide view spicy and 45 of NTSC and sRGB 62.50 and Adobe 47.34 and anti-glare display
Storage:PCIE NV Up 512G M.2 SSD","https://www.sigma-computer.com/item?id=3658&name=Asus_TUF_FX505DT-HN536_Gaming_Laptop_AMD_Ryzen™_7_3750H_8GB_DDR4_512GB_ssd_15.6_Full_HD_NVIDIA_GeForce_GTX_1650_4GB	"
"HP OMEN Laptop - 15-dh1020ne Core™ i7-10750H RAM 16 GB 256 SSD 1TB HDD 15.6 FHD 144 Hz IPS GTX 1660 Ti","22800","25000","Out Of Stock","no warranty","Microprocessor
Intel® Core™ i7-10750H (2.6 GHz base frequency and up to 5 GHz with Intel® Turbo Boost Technology and 12 MB L3 cache and 6 cores)
Memory and standard
16 GB DDR4-2933 SDRAM (2 x 8 GB)
Video graphics
NVIDIA® GeForce® GTX 1660 Ti Graphics (6 GB GDDR6 dedicated)
Hard drive
256 GB PCIe® NVMe™ M.2 SSD
1 TB 7200 rpm SATA HDD
Display
39.6 cm (15.6") diagonal and FHD (1920 x 1080) and 144 Hz and 7 ms response time and IPS and micro-edge and anti-glare and 300 nits and 72% NTSCOperating system
FreeDOS","https://www.sigma-computer.com/item?id=3657&name=HP_OMEN_Laptop_-_15-dh1020ne_Core™_i7-10750H_RAM_16_GB_256_SSD_1TB_HDD_15.6_FHD_144_Hz_IPS_GTX_1660_Ti	"
"KEYBOARD AULA MECHANCAIL SI 2009 GOLD/WHIT  andHEADPHONE AULA GAMING 603 USB MOUSE AULA S20","325","450","Out Of Stock","no warranty","Brand : AULA
Color : Multi Color
Mouse Type : Optical Mouse
Connectivity : USB
Compatible with : PC & Laptop
Model Number : S20
Are batteries needed to power the product or is this product a battery : No
Is this a Dangerous Good or a Hazardous Material and Substance or Waste that is regulated for transportation and storage and and/or disposal? : No
External Product ID Type : EAN-13","https://www.sigma-computer.com/item?id=3645&name=KEYBOARD_AULA_MECHANCAIL_SI_2009_GOLD/WHIT_,HEADPHONE_AULA_GAMING_603_USB_MOUSE_AULA_S20"
"SAMSUNG -32 Smart Monitor M7 4K VA 60Hz 8ms(GTG) HDR10 Speaker+Remote LS32BM700UMXUE","7777","9999","Out Of Stock","no warranty","The World's 1st Do-It-All Screen
The monitor for every side of life. Get work done without a PC and with the installed Microsoft Office 365 and or by remote access to your office computer. Then switch to pure entertainment with the on-board one-stop entertainment system.
Smart TV Apps
Binge watching got even easier. Access a bunch of entertainment apps and such as Netflix and YouTube and and HBO and without switching on your PC or laptop. The remote control and built-in speakers simplify your chill time.
Work and learn from a distance
Remote Access
Work seamlessly from anywhere. Boost your productivity with Remote Access features. Using the Office 365 suite and view and edit documents and and conveniently save them all on the cloud. Even while at home and Remote Access lets you work remotely on your school or office desktop.
Optimal brightness for any ambience
Adaptive Picture
Sensational picture and day or night. Surrounding light is detected by a sensor to adjust brightness automatically with Adaptive Picture. Even in broad daylight and watch dark and gritty dramas without squinting and straining your eyes to see the picture.
Ultrawide Game View
Keep your eye on the win. Adjust your screen to 21:9 to discover hidden areas in game scenes with Ultrawide Game View. Now when you play soccer games and see more of the pitch right up to the goalposts. And in driving games and get a natural and encompassing view of the road ahead.
More pixels show you more
UHD resolution
Astonishing picture quality for work and play. With 4x the pixels of Full HD and the Smart Monitor delivers more screen space and amazingly life-like UHD images. By day and see more documents at once. And and in the evening and watch movies in cinematic 4K quality.Connect with convenience
USB type-C
The USB type-C port enables you to power up and transmit data and and even send display signals between devices with just one connection. Its single connection architecture brings an enjoyable work environment that's both clutter-free and stress-free.","https://www.sigma-computer.com/item?id=3607&name=SAMSUNG_-32_Smart_Monitor_M7_4K_VA_60Hz_8ms(GTG)_HDR10_Speaker+Remote_LS32BM700UMXUE"
"AULA S20 USB Wired Gaming Mouse Programmable Optical Ergonomic Mouse with Breathing LED Lights for PC Laptop","110","199","Out Of Stock","no warranty","Brand : AULA
Color : Multi Color
Mouse Type : Optical Mouse
Connectivity : USB
Compatible with : PC & Laptop
Model Number : S20
Are batteries needed to power the product or is this product a battery : No
Is this a Dangerous Good or a Hazardous Material and Substance or Waste that is regulated for transportation and storage and and/or disposal? : No
External Product ID Type : EAN-13","https://www.sigma-computer.com/item?id=3604&name=AULA_S20_USB_Wired_Gaming_Mouse_Programmable_Optical_Ergonomic_Mouse_with_Breathing_LED_Lights_for_PC_Laptop"
"ASUS ROG Strix  G513 G513QE-HN119T Ryzen™ 7 5800H RAM 16GB 1TSSD 15.6 FHD IPS 144Hz RTX™ 3050 Ti 4GB WIN 10","25499","25000","Out Of Stock","no warranty","Learn More about GeForce RTX 30
series: https://fb.watch/9NLKL7MBfn/
AMD Ryzen™ 7 5800H Mobile Processor (8-core/16-thread and 20MB cache and up to 4.4 GHz max boost)
NVIDIA® GeForce RTX™ 3050 Ti Laptop GPU With ROG Boost up to 1795MHz at 80W (95W with Dynamic Boost)4GB GDDR6
15.6  FHD (1920 x 1080) 16:9 & 250 Nits anti-glare display sRGB:62.5% Adobe: 47.34% IPS-level
16 GB DDR4 Max Capacity :  32GB
1TB PCIE SSD
Windows 10 Home
Backlit Chiclet Keyboard 4-Zone RGB
Touchpad","https://www.sigma-computer.com/item?id=3596&name=ASUS_ROG_Strix__G513_G513QE-HN119T_Ryzen™_7_5800H_RAM_16GB_1TSSD_15.6_FHD_IPS_144Hz_RTX™_3050_Ti_4GB_WIN_10_____"
"2B (LF016) Gaming Laptop Fan 5 Fans with Led Metal Fan - Black","550","750","Out Of Stock","no warranty","Gaming Laptop FanAluminum panelTurbo fanPhone holderUSBWeight: 1050gRated voltage: 5VDCNoise:19dBAMaterials: AL/ABSspeed: 3800+-10%","https://www.sigma-computer.com/item?id=3585&name=2B_(LF016)_Gaming_Laptop_Fan_5_Fans_with_Led_Metal_Fan_-_Black"
"Spirit Of Gamer AIRBLADE 800 Laptops Fans - Up to 17.3 INCH LF-37-8","475","550","Out Of Stock","no warranty","The AirBlade 800 is equipped with a silent 18.5 cm fan whose speed can be adjusted according to your needs (6 speeds).It refreshes efficiently and increases the life of your device (fits from 12 "to 17.3").Its 7 backlight modes will give you an atmosphere that suits your wishes (Red and Green and Blue and RGB Rainbow and RGB Breathing and RGB Colorful and RGB Cycle).Its inclinations will relieve your muscles and its non-slip base will prevent any unexpected fall of your laptop.Application: Portable fridge with LCD controller","https://www.sigma-computer.com/item?id=3584&name=Spirit_Of_Gamer_AIRBLADE_800_Laptops_Fans_-_Up_to_17.3_INCH_LF-37-8"
"Spirit Of Gamer AirBlade 600 Blue 17 Cooler - Black Blue LF-37-7","425","550","Out Of Stock","no warranty","Optimum cooling: 4 silent fans quickly cool your laptop for ever more intensive gaming sessions! Thanks to its micro-perforated coating and AirBlade 600 offers a dynamic cold air flow for optimal cooling. On the design side and the LEDs integrated into the fans give an intense blue color of the most beautiful effect.Take control: AirBlade 600 is equipped with an LCD controller. This will allow you to turn on or off the cooler and choose from one of 3 cooling modes! Go Fast: the 4 fans are lit and High: 2 fans 125 mm and Low: The 2 fans 70 mm and finally adjust the power of the fans with its 6 speeds2 USB ports for maximum efficiency: AirBlade 600 is powered by your laptop via USB (5V): it does not require an electrical adapter. Another USB port is included to connect different peripherals and like a Spirit of Gamer mouse for example!Ergonomic design with 4 adjustable positions: AirBlade 600 offers real visual comfort and avoids uncomfortable and painful postures. Adjust the incline to your needs from 10 ° to 22 °.Compatible with laptops up to 17 inches: AirBlade 600 measures 39 x 28 x 2.8 cm. With its powerful ventilation system and AirBlade 600 also helps preserve the performance and life of the computer components of your laptop.Optimum cooling: 4 silent fans quickly cool your laptop for ever more intensive gaming sessions! Thanks to its micro-perforated coating and AirBlade 600 offers a dynamic cold air flow for optimal cooling.On the design side and the LEDs integrated into the fans give an intense blue color of the most beautiful effect.Take control: AirBlade 600 is equipped with an LCD controller. This will allow you to turn on or off the cooler and choose from one of 3 cooling modes!","https://www.sigma-computer.com/item?id=3583&name=Spirit_Of_Gamer_AirBlade_600_Blue_17_Cooler_-_Black_Blue_LF-37-7"
"Spirit of Gamer AirBlade 100 - 1.6 Inch - Blue (LF-37-R)","320","550","Out Of Stock","no warranty","Spirit of Gamer and AIRBLADE 100 RED  -Up to  15 and6"laptopsMax cooling efficiency and dynamic cold air Flow with 2 silent 120 mm led fans/Metallic and ABS structure /Adjustable angle from 6 to 28°USB Braided nylon cable included2 USB ports for maximum efficiency: Air Blade 100 is powered by your laptop via USB (5V): it requires no power adapter.Ergonomic design with 5 adjustable positions: Air Blade 100 offers true visual comfort avoiding uncomfortable and painful postures. Adjust the inclination as needed and from 6 ° to 28 °.Fan speed dimmer Nylon cable 2 USB ports","https://www.sigma-computer.com/item?id=3582&name=Spirit_of_Gamer_AirBlade_100_-_1.6_Inch_-_Blue_(LF-37-R)"
"Spirit of Gamer AirBlade 100 - 1.6 Inch - Blue (LF-37-B)","275","500","Out Of Stock","no warranty","Spirit of Gamer and AIRBLADE 100 RED  -Up to  15 and6"laptopsMax cooling efficiency and dynamic cold air Flow with 2 silent 120 mm led fans/Metallic and ABS structure /Adjustable angle from 6 to 28°USB Braided nylon cable included2 USB ports for maximum efficiency: Air Blade 100 is powered by your laptop via USB (5V): it requires no power adapter.Ergonomic design with 5 adjustable positions: Air Blade 100 offers true visual comfort avoiding uncomfortable and painful postures. Adjust the inclination as needed and from 6 ° to 28 °.Fan speed dimmer Nylon cable 2 USB ports","https://www.sigma-computer.com/item?id=3581&name=Spirit_of_Gamer_AirBlade_100_-_1.6_Inch_-_Blue_(LF-37-B)_"
"HP Pavilion Gaming Laptop 15-ec2024nia Ryzen 7 5800H RAM 16GB 256SSD 1 TB HDD 15.6 FHD IPS RTX 3050 4GB","20800","20500","Out Of Stock","no warranty","Learn More about GeForce RTX 30
series: https://fb.watch/9NLKL7MBfn/
Microprocessor
AMD Ryzen™ 7 5800H (up to 4.4 GHz max boost clock and 16 MB L3 cache and 8 cores and 16 threads)
Memory and standard
16 GB DDR4-3200 MHz RAM (2 x 8 GB)
Video graphics
NVIDIA® GeForce RTX™ 3050 Laptop GPU (4 GB GDDR6 dedicated)
Hard drive
256 GB PCIe® NVMe™ TLC M.2 SSD
1 TB 7200 rpm SATA HDD
Display
39.6 cm (15.6") diagonal and FHD (1920 x 1080) and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC
Operating system
FreeDOS","https://www.sigma-computer.com/item?id=3565&name=HP_Pavilion_Gaming_Laptop_15-ec2024nia_Ryzen_7_5800H_RAM_16GB_256SSD_1_TB_HDD_15.6_FHD_IPS_RTX_3050_4GB"
"HP Pavilion Gaming Laptop 15-dk2044nia Core i7-11370H RAM 16 GB 256 GB SSD 1 TB HDD 15.6 FHD 144Hz IPS RTX 3050 4GB","21500","22000","Out Of Stock","no warranty","Learn More about GeForce RTX 30
series: https://fb.watch/9NLKL7MBfn/
Microprocessor
Intel® Core™ i7-11370H (up to 4.8 GHz with Intel® Turbo Boost Technology and 12 MB L3 cache and 4 cores)
Memory and standard
16 GB DDR4-3200 MHz RAM (2 x 8 GB)
Video graphics
NVIDIA® GeForce RTX™ 3050 Laptop GPU (4 GB GDDR6 dedicated)
Hard drive
256 GB PCIe® NVMe™ M.2 SSD
1 TB 7200 rpm SATA HDD
Display
39.6 cm (15.6") diagonal and FHD (1920 x 1080) and 144 Hz and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC
Operating system
FreeDOS","https://www.sigma-computer.com/item?id=3564&name=HP_Pavilion_Gaming_Laptop_15-dk2044nia_Core_i7-11370H_RAM_16_GB_256_GB_SSD_1_TB_HDD_15.6_FHD_144Hz_IPS_RTX_3050_4GB"
"HP Pavilion Gaming Laptop 15-dk2022nia Core i7-11370H RAM 16GB 512 SSD 1 TB HDD 15.6 FHD 144 HzRTX 3050 4GB","21800","22000","Out Of Stock","no warranty","Learn More about GeForce RTX 30
series: https://fb.watch/9NLKL7MBfn/
Microprocessor
Intel® Core™ i7-11370H (up to 4.8 GHz with Intel® Turbo Boost Technology and 12 MB L3 cache and 4 cores)
Memory and standard
16 GB DDR4-3200 MHz RAM (2 x 8 GB)
Video graphics
NVIDIA® GeForce RTX™ 3050 Laptop GPU (4 GB GDDR6 dedicated)
Hard drive
512 GB PCIe® NVMe™ M.2 SSD
1 TB 7200 rpm SATA HDD
Display
39.6 cm (15.6") diagonal and FHD (1920 x 1080) and 144 Hz and 7 ms response time and IPS and micro-edge and anti-glare and 300 nits and 72% NTSC
Operating system
FreeDOS","https://www.sigma-computer.com/item?id=3563&name=HP_Pavilion_Gaming_Laptop_15-dk2022nia_Core_i7-11370H_RAM_16GB_512_SSD_1_TB_HDD_15.6_FHD_144_HzRTX_3050_4GB"
"DATO RAM 32GB DDR4 P2666 NOTEBOOK","2999","3850","Out Of Stock","no warranty","apacity : 32GB
Frequency : 2666MHz
Use : Laptop
Voltage : 1.2v
Key FeaturesUnbuffered DIMM Non-ECCDatotek retail packing","https://www.sigma-computer.com/item?id=3423&name=DATO_RAM_32GB_DDR4_P2666_NOTEBOOK"
"ASUS TUF Dash F15 M-FX516P Core™ i7-11370H RAM 16GB 512SSD Display 15.6sRGB 144Hz IPS RTX™ 3060 6GB WIN 10","24499","26200","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=3386&name=ASUS_TUF_Dash_F15_M-FX516P_Core™_i7-11370H_RAM_16GB_512SSD_Display_15.6sRGB_144Hz_IPS_RTX™_3060_6GB_WIN_10"
"ASUS ROG Zephyrus M16 GU603HM-211.ZM16 Core™ i9-11900H RAM 16GB 1TB SSD Display 16 165Hz IPS  2K 3ms RTX™ 3060 6GB WIN 10","37500","40000","Out Of Stock","no warranty","Learn More about GeForce RTX 30
series: https://fb.watch/9NLKL7MBfn/Operating System
Windows 10 Home - ASUS recommends Windows 10 Pro for business
Processor
Intel® Core™ i9-11900H Processor 2.5 GHz (24M Cache and up to 4.9 GHz and 8 Cores)
Graphics
NVIDIA® GeForce RTX™ 3060 Laptop GPU
With ROG Boost up to 1525MHz at 80W (95W with Dynamic Boost)
6GB GDDR6
Memory
8GB DDR4 on board
8GB DDR4-3200 SO-DIMM
Storage
1TB M.2 NVMe™ PCIe® 3.0 SSD
Keyboard and Touchpad
Backlit Chiclet Keyboard RGB
Display
16-inch
WQXGA (2560 x 1600) 16:10
anti-glare display
DCI-P3:
100%
Refresh Rate:
165Hz
Response Time:
3ms
IPS-level
Pantone Validated:
Yes","https://www.sigma-computer.com/item?id=3385&name=ASUS_ROG_Zephyrus_M16_GU603HM-211.ZM16_Core™_i9-11900H_RAM_16GB_1TB_SSD_Display_16_165Hz_IPS__2K_3ms_RTX™_3060_6GB_WIN_10"
"Razer Pro Click High-precision ergonomic wireless mouse for productivity","1599","3500","Out Of Stock","no warranty","High-precision ergonomic wireless mouse for productivity
Ergonomic design co-designed with Humanscale
Razer™ 5G Advanced Optical Sensor
Extended battery life of up to 400 hoursBEST IN CLASS ERGONOMICS CO-DESIGNED WITH HUMANSCALE
Razer teamed up with Humanscale and the world’s premier experts of office ergonomics to bring you a mouse that is based entirely on the latest human factors research.
 
 
POWERED FOR CUTTING-EDGE PRECISION AND ALL-DAY COMFORT AT WORK
Engineered by top ergonomics scientists and designers and its added palm support prevents your wrist from anchoring onto work surfaces and alleviating strain and promoting better arm posture.
 
 
ABOUT HUMANSCALE
Humanscale is the leading designer and manufacturer of ergonomic products that improve the health and comfort of work life.
 
 
 
RAZER 5G ADVANCED OPTICAL SENSOR
Its 16 and000 DPI sensor ensures even the finest movement of your mouse is tracked and giving you an acute level of precision that maximizes your productivity and efficiency at work.
 
 
EXTENDED BATTERY LIFE OF UP TO 400 HOURS
Work without worry. The battery lasts up to 400 hours when connected via Bluetooth and and up to 200 hours when connected via 2.4GHz wireless and allowing you to power through long hours of work.
 
 
 
OTHER FEATURESDurable For up to 50 Million Clicks
Designed as the ultimate go-to mouse for productivity and the switches in the Razer™ Pro Click are durable for up to 50 million clicks and combining performance with longevity.Multi-host Connectivity for up to 4 Devices
Pair up to 4 devices and conveniently switch between your desktop and laptop and Android tablet or TV screen with just one click and without the constant need to pair and unpair.8 Programmable Buttons
Power users and now you can work faster and smarter by assigning macros and secondary functions to any of the 8 independently programmable buttons.","https://www.sigma-computer.com/item?id=3376&name=Razer_Pro_Click_High-precision_ergonomic_wireless_mouse_for_productivity"
"Razer Goliathus Mobile Slim and flexible for maximum mobility","250","250","Out Of Stock","no warranty","Slim and flexible for maximum mobility
Slim and Flexible for Maximum Mobility
Engineered for Both Speed and Control Playstyles
Optimized Surface for Highly Responsive TrackingFOR THE HARDCORE ON THE GOSLIM AND FLEXIBLE FOR MAXIMUM MOBILITY
At a mere 1.5 mm thin and the Razer Goliathus Mobile is easy to carry with you everywhere. You can either place this slim and durable mouse mat between your laptop screen and keyboard and or roll it up and place it in your bag without worrying about it ever warping.ENGINEERED FOR BOTH SPEED AND CONTROL PLAYSTYLES
Designing a mouse mat for gamers on the go means striking a critical balance of supporting different playstyles on a single mat. The result of extensive research and field-testing is the Razer Goliathus Mobile — fully capable of giving you a smooth glide for swiftness and superb stopping power for control.OPTIMIZED SURFACE FOR HIGHLY RESPONSIVE TRACKING
Meticulous attention to detail went into the creation of the Razer Goliathus Mobile. The super fine micro texture weave is engineered specifically to work with both optical and laser mouse sensors and providing you with an optimal surface for tournament-grade tracking. Now even the most precise mouse movements you make will be translated accurately on screen","https://www.sigma-computer.com/item?id=3363&name=Razer_Goliathus_Mobile_Slim_and_flexible_for_maximum_mobility"
"ASUS TUF F15-FX506HM-HN039T Corei9-11900H RAM 16GB 1TB SSD RTX 3060 6GB 15.6 FHD 144Hz win10 Eclipse Grey","27900","30000","Out Of Stock","no warranty","Learn More about GeForce RTX 30
series: https://fb.watch/9NLKL7MBfn/
Processor
Intel® Core™ I9-11900H Processor 2.3 GHz (24M Cache and up to 4.6 GHz and 8 Cores)
Graphic
NVIDIA® GeForce RTX™ 3060 Laptop GPU and 6GB GDDR6
Intel® UHD Graphics
Panel
15.6-inch and FHD (1920 x 1080) 16:9 and 144Hz
Display output
1x HDMI 2.0b
Keyboard Type
Backlit Chiclet Keyboard RGB
16GB DDR4 RAM 
WINDOWS 10Processor","https://www.sigma-computer.com/item?id=3337&name=ASUS_TUF_F15-FX506HM-HN039T_Corei9-11900H_RAM_16GB_1TB_SSD_RTX_3060_6GB_15.6_FHD_144Hz_win10_Eclipse_Grey"
"ASUS TUF Dash F15 FX516PE-HN023T Core™ i7-11370H RAM 16GB 1TB SSD 15.6-inch andFHD 144Hz RTX™ 3050 Ti 4GB WIN10-BLACK","22500","25000","Out Of Stock","no warranty","Learn More about GeForce RTX 30
series: https://fb.watch/9NLKL7MBfn/
Operating System
Windows 10 Home
Processor Intel® Core™ i7-11370H Processor 3.3 GHz and 4 cores (12M Cache and up to 4.8GHz)
GraphicsNVIDIA® GeForce RTX™ 3050 Ti Laptop GPU andUp to 1585MHz at 60W (75W with Dynamic Boost) and4GB GDDR6
Display15.6-inch andFHD (1920 x 1080) 16:9 andanti-glare display andRefresh Rate:144Hz andValue IPS-level
Memory 16GB DDR4 on board and16GB DDR4-3200 SO-DIMM andMax Capacity : 32GB 2*8
Storage 1TB M.2 NVMe™ PCIe® 3.0 SSD
Keyboard and Touchpad
Backlit Chiclet Keyboard","https://www.sigma-computer.com/item?id=3336&name=ASUS_TUF_Dash_F15_FX516PE-HN023T_Core™_i7-11370H_RAM_16GB_1TB_SSD_15.6-inch,FHD_144Hz_RTX™_3050_Ti_4GB_WIN10-BLACK"
"Asus and ROG and Zephyrus and G14 and GA401QM-HZ077T AMD Ryzen7 5800HS RAM 16GB 1TB SSD RTX 3060 6G FHD 144Hz Win10-Eclipse Grey","31500","32500","Out Of Stock","no warranty","Learn More about GeForce RTX 30
series: https://fb.watch/9NLKL7MBfn/Processor
AMD Ryzen™ 7 5800HS Processor 3.0 GHz (16M Cache and up to 4.3 GHz)
Memory
16GB DDR4 on board
Max Capacity :
24GB
Storage
1TB PCIE SSD
Graphics
NVIDIA® GeForce RTX™ 3060 Laptop GPU
With ROG Boost up to 1382MHz at 60W (80W with Dynamic Boost)
6GB GDDR5
Display
FHD (1920 x 1080) 144HZ 16:9
anti-glare display
sRGB:
100%
Adobe:
75.35%
IPS-level
Pantone Validated:
Yes
Keyboard and Touchpad
ILLUMINATED Chiclet Keyboard
Operating System
Windows 10 Home - ASUS recommends Windows 10 Pro for business
(Free upgrade to Windows 11 and when available)","https://www.sigma-computer.com/item?id=3330&name=Asus,_ROG,_Zephyrus,_G14,_GA401QM-HZ077T_AMD_Ryzen7_5800HS_RAM_16GB_1TB_SSD_RTX_3060_6G_FHD_144Hz_Win10-Eclipse_Grey"
"HP Pavilion Gaming Laptop 15-dk1056wm i5-10300H RAM 8 GB 256GB + 1TB HDD SSD GTX 1650 4GB 15.6 FHD WIN 10","16499","18000","Out Of Stock","no warranty","Intel® Core™ i5-10300H (2.5 GHz base frequency and up to 4.5 GHz with Intel® Turbo Boost Technology and 8 MB L3 cache and 4 cores)
8 GB DDR4-2933 SDRAM (2 x 4 GB)
256 GB PCIe® NVMe™ M.2 SSD + 1TB HDD
15.6" diagonal and FHD (1920 x 1080) and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC
Windows 10 Home 64
GTX 1650 4GB","https://www.sigma-computer.com/item?id=3312&name=HP_Pavilion_Gaming_Laptop_15-dk1056wm_i5-10300H_RAM_8_GB_256GB_+_1TB_HDD_SSD_GTX_1650_4GB_15.6_FHD_WIN_10"
"HP Pavilion Gaming Laptop - 15-dk1042nia i7-10750H RAM 16GB 256 SSD 1 TB HDD 39.6 cm FHD GTX 1660Ti 6GB","18700","20000","Out Of Stock","no warranty","Intel® Core™ i7-10750H (2.6 GHz base frequency and up to 5 GHz with Intel® Turbo Boost Technology and 12 MB L3 cache and 6 cores)
16 GB DDR4-2933 SDRAM (2 x 8 GB)
NVIDIA® GeForce® GTX 1660 Ti with Max-Q design (6 GB GDDR6 dedicated)
256 GB PCIe® NVMe™ M.2 SSD
1 TB 7200 rpm SATA HDD
39.6 cm (15.6") diagonal and FHD (1920 x 1080) and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC","https://www.sigma-computer.com/item?id=3310&name=HP_Pavilion_Gaming_Laptop_-_15-dk1042nia_i7-10750H_RAM_16GB_256_SSD_1_TB_HDD_39.6_cm_FHD_GTX_1660Ti_6GB	"
"REDRAGON H260 RGB GAMING HEADSET WITH MICROPHONE and WIRED and COMPATIBLE WITH XBOX ONE and NINTENDO SWITCH and PS4 and PS5 and PCS and LAPTOPS","899","1050","In Stock","no warranty","Multi-Platform Gaming Headset; compatible with Xbox One and Nintendo Switch (audio only) and PlayStation and PS4 and PS5 and MAC and PC and Laptop 
RGB Backlit; with built-in Volume control and omnidirectional Microphone
Crystal Clear Stereo Sound; The 50mm neodymium directional drivers with 110dB sensitivity deliver Crystal Clear audio precision and while the soft padded Closed ear cups offer advanced passive noise isolation
Lightweight and Comfortable; The headset offers ultimate comfort for prolonged gaming sessions through its low weight and Noise Reducing Closed Ear Cups using Soft Comfortable Signature Memory Foam with highly adjustable headband for perfect fit
Noise Cancelling Microphone; the Microphone offers optimized Noise and Echo Cancelling technology for your Voice Chat during gaming sessions. Comes with 6-foot-long high quality cable and gold plated 3.5mm Audio jack and3.5mm Mic jack & USB-A connector","https://www.sigma-computer.com/item?id=3274&name=REDRAGON_H260_RGB_GAMING_HEADSET_WITH_MICROPHONE,_WIRED,_COMPATIBLE_WITH_XBOX_ONE,_NINTENDO_SWITCH,_PS4,_PS5,_PCS,_LAPTOPS"
"Lenovo H402 Gaming Headphone USB 7.1 Surround Sound Deep Bass RGB Colorful Headset Light with Mic for Laptop Gamer - 3.5 m USB","650","750","Out Of Stock","no warranty","The 7.1 USB sound card provides exciting surround sound at separately adjustable levels.
The 50mm HiFi speaker features high sensitivity and accurate sound reduction and allowing you to receive any audio details and experience a realistic game battlefield. You can enjoy games greatly.
The light LED design is great and adds charm to the gameplay and looks more fashionable.","https://www.sigma-computer.com/item?id=3253&name=Lenovo_H402_Gaming_Headphone_USB_7.1_Surround_Sound_Deep_Bass_RGB_Colorful_Headset_Light_with_Mic_for_Laptop_Gamer_-_3.5_m_USB"
"CAT BIG BACKPACK-BIG-BLACK","750","800","Out Of Stock","no warranty","Material : Nylon
Type : Laptop Backpacks
Targeted Group : Unisex
Are batteries needed to power the product or is this product a battery : 0
Is this a Dangerous Good or a Hazardous Material and Substance or Waste that is regulated for transportation and storage and and/or disposal? : 0","https://www.sigma-computer.com/item?id=3163&name=CAT_BIG_BACKPACK-BIG-BLACK"
"Targus 15.6-inch Element Backpack (Black)","450","500","Out Of Stock","no warranty","Works With  15.6" Laptops and Under
Colour       Black
Dimensions    32 x 18 x 46 cm
Laptop Compartment  37 x 4 x 26 cm","https://www.sigma-computer.com/item?id=3162&name=Targus_15.6-inch_Element_Backpack_(Black)"
"Lenovo 15.6” Laptop Everyday Backpack B510","400","450","Out Of Stock","no warranty","Made from high quality water-repellant and tear resistant materials and the Lenovo 15.6" Laptop Everyday Backpack B510 built for the daily grind. It fits up to 15.6" laptops with a main compartment that is spacious enough to carry personal belongings for the gym and a business trip and or everyday life. It also features a quick-access pocket and two-side pockets for additional storage space.
