name,newprice,oldprice,stock,warranty,data,productlink
"COUGAR-EGY (9012) USB Wired Double Gamepad Turbo Controller with Vibration Function For PC or Laptop and 1.5 Meter (BLUE)","425","699","In Stock","no warranty","Includes Select and Start and Analog buttons at the center
Face buttons are pressure-sensitive to adjust to how firmly you want to press them
Dual analog sticks are textured for a better grip while playing
The controller features dual shock feedback so it feels like you are in the game
1.5M cord","https://www.sigma-computer.com/item?id=6376&name=COUGAR-EGY_(9012)_USB_Wired_Double_Gamepad_Turbo_Controller_with_Vibration_Function_For_PC_or_Laptop,_1.5_Meter_(BLUE)"
"Laptop MSI GF63 Thin 11SC - Core I5 11400H - Nvidia geforce GTX 1650 4GB - 8GB DDR4 3200MHz - 512GB SSD NVMe - 15.6 FHD 144HZ","26399","28499","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=6364&name=Laptop_MSI_GF63_Thin_11SC_-_Core_I5_11400H_-_Nvidia_geforce_GTX_1650_4GB_-_8GB_DDR4_3200MHz_-_512GB_SSD_NVMe_-_15.6_FHD_144HZ"
"Laptop Acer Aspire 7 A715-76G-53E0 - Intel Core i5 12450H - Nvidia GeForce RTX 3050 4GB - 8GB 3200 MHz DDR4 - 512GB NVMe SSD - 15.6 inch FHD IPS 144Hz","27499","42999","Out Of Stock","no warranty","Aspire 7 A715-76G-53E0 Notebook
Processor Type
Core™ i5
Processor Model
i5-12450H
Graphics Controller Model
GeForce RTX™ 3050
Screen Resolution
1920 x 1080
Standard Refresh Rate
144 Hz
Aspect Ratio
16:9
Total Solid State Drive Capacity
512 GB
Solid State Drive Interface
PCIe NVMe","https://www.sigma-computer.com/item?id=6357&name=Laptop_Acer_Aspire_7_A715-76G-53E0_-_Intel_Core_i5_12450H_-_Nvidia_GeForce_RTX_3050_4GB_-_8GB_3200_MHz_DDR4_-_512GB_NVMe_SSD_-_15.6_inch_FHD_IPS_144Hz"
"Laptop Acer ASPIRE 7-A715-76G-598U - Intel Core i5 12450H - NVIDIA Geforce RTX 2050 4GB - 8GB 3200 MHz DDR4 - 512GB NVMe SSD - 15.6 inch FHD IPS 144Hz","28899","29999","Out Of Stock","no warranty","Aspire 7 A715-76G-598U Notebook
Processor Type
Core™ i5
Processor Model
i5-12450H
NVIDIA®
Graphics Controller Model
Geforce RTX™ 2050
Graphics Memory Capacity
4 GB
Graphics Memory Technology
GDDR6
Screen Resolution
1920 x 1080
Standard Refresh Rate
144 Hz
Aspect Ratio
16:9
Total Solid State Drive Capacity
512 GB
Solid State Drive Interface
PCIe NVMe
SSD Form Factor
M.2","https://www.sigma-computer.com/item?id=6356&name=Laptop_Acer_ASPIRE_7-A715-76G-598U_-_Intel_Core_i5_12450H_-_NVIDIA_Geforce_RTX_2050_4GB_-_8GB_3200_MHz_DDR4_-_512GB_NVMe_SSD_-_15.6_inch_FHD_IPS_144Hz"
"TEAMGROUP Elite 16GB 260-Pin DDR4 SO-DIMM DDR4 3200 Laptop TD416G3200C22-S01","1500","3299","In Stock","no warranty","All new generation product of DRAM module
1.2V memory module","https://www.sigma-computer.com/item?id=6351&name=TEAMGROUP_Elite_16GB_260-Pin_DDR4_SO-DIMM_DDR4_3200_Laptop_TD416G3200C22-S01"
"Laptop HP FA1111NIA - Intel Core I5 13420H - Nvidia GeForce RTX 3050 6GB - 8G DDR4 3200 MHz - SSD 512G NVMe - 15.6 inch FHD IPS 144Hz","35499","46799","Out Of Stock","no warranty","Victus Gaming Laptop 15-fa1111nia (8Y5V8EA)
Intel® Core™ i5-13420H (up to 4.6 GHz with Intel® Turbo Boost Technology and 12 MB L3 cache and 8 cores and 12 threads) 1 2 
Graphics
Discrete and
NVIDIA® GeForce RTX™ 3050 Laptop GPU (6 GB GDDR6 dedicated)
Memory
8 GB DDR4-3200 MHz RAM (1 x 8 GB)
(Transfer rates up to 3200 MT/s.) 
Internal Storage
512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD
Display
39.6 cm (15.6") diagonal and FHD (1920 x 1080) and 144 Hz and 9 ms response time and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC 3","https://www.sigma-computer.com/item?id=6336&name=Laptop_HP_FA1111NIA_-_Intel_Core_I5_13420H_-_Nvidia_GeForce_RTX_3050_6GB_-_8G_DDR4_3200_MHz_-_SSD_512G_NVMe_-_15.6_inch_FHD_IPS_144Hz"
"JSAUX-( CV0011) 8K HDMI Cable 2.1 3m and 48Gbps 8K & 4K Ultra High Speed HDMI Braided Cord with Laptop Monitor UHD TV PS5 PS4 Dolby -Red(1 Pack)","325","399","In Stock","no warranty","Length: 3 meters (each cable).HDMI Version: 2.1 and supports up to 48Gbps bandwidth.Resolution:
	
8K (7680x4320) at 60Hz.
4K (3840x2160) at 120Hz.8K (7680x4320) at 60Hz.4K (3840x2160) at 120Hz.Compatibility: Works with devices like PS5 and PS4 and laptops and monitors and UHD TVs and and supports Dolby Vision.Build Quality:
	
Braided design for durability.
Sleek red finish for a premium look.Braided design for durability.Sleek red finish for a premium look.Pack: Includes 2 cables for added value.","https://www.sigma-computer.com/item?id=6318&name=JSAUX-(_CV0011)_8K_HDMI_Cable_2.1_3m,_48Gbps_8K_&_4K_Ultra_High_Speed_HDMI_Braided_Cord_with_Laptop_Monitor_UHD_TV_PS5_PS4_Dolby_-Red(1_Pack)"
"Laptop HP Victus 16 R0048NIA - Intel Core i7 13700H - NVIDIA Geforce RTX 4050 6GB -16GB DDR5 – SSD NVMe 1TB – 16.1 Inch FHD 144Hz","55999","74500","Out Of Stock","no warranty","Intel Core i7-13700H 
16GB Ram DDR5
SSD M.2 NVMe 1TB
16.1 Inch (Full HD) 144Hz
Nvidia RTX 4050 6GB
CERAMIC WHITE","https://www.sigma-computer.com/item?id=6296&name=Laptop_HP_Victus_16_R0048NIA_-_Intel_Core_i7_13700H_-_NVIDIA_Geforce_RTX_4050_6GB_-16GB_DDR5_–_SSD_NVMe_1TB_–_16.1_Inch_FHD_144Hz_"
"General RING LIGHT LF-R420C 18 INCH","1399","1899","In Stock","no warranty","Ring LED Light
LED ring light can be mounted on the holder and take it anywhere and it can also be removed from the stand at any time and the tripod ball head can 360 degree rotating can free to adjust to any angle (The holder is not included).
The ring light is made of energy-saving LED beads and it heat dissipation is excellent and constant current drive and high color rendering and soften the light source and enhance skin tone in portraits photography.
3 colors up mode adjustable brightness for your choose andyou can adjust the color and brightness very easily and excellent brightness can be achieved without installing extra colorful filters. Three colors of soft natural light illuminate your beauty in different occasions.
The USB ports can be used with multiple devices and such as connect computer host and laptop and mobile power and USB charger. You will be able to enjoy LED ring light at any time.
Lightweight and portable design: Convenient to use and carry when you traveling or working outdoor etc.
The phone clamp suitable for the cellphone width of 6-9.5cm.
Extensive application: It is widely applied to outdoor photo light and filling light indoors and portrait and fashion and advertisement photography and shooting video etc.
When LED ring light is on and press and hold the ON/OFF button until to the indicator flashes. At this time and enter the delay off mode and delay one minute.
Specifications
Lamp bead model: 2835
Lamp brightness: 24-26lm
White light color temperature: 6500K
Warm white color temperature: 3200K
Power: 7W-14W
Voltage: 5V
CRI: more than the 90
Dimming range: 1%-100%
Power supply: USB port power supply
colour:black
Material:Plastic + glass
size:20cm
Package Contents:
1*LED Ring Light
1*Phone clip
Only the above package content and other products are not included.
Note: Light shooting and different displays may cause the color of the item in the picture a little different from the real thing. The measurement allowed error is +/- 1-3cm.","https://www.sigma-computer.com/item?id=6281&name=General_RING_LIGHT_LF-R420C_18_INCH"
"Laptop Lenovo Legion Slim 5 82YA00C4PS - Intel Core I7 13700H - Nvidia GeForce RTX 4050 6G - 16G DDR5 5200 MHz - 512G NVMe SSD - 16","54500","72999","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=6278&name=Laptop_Lenovo_Legion_Slim_5_82YA00C4PS_-_Intel_Core_I7_13700H_-_Nvidia_GeForce_RTX_4050_6G_-_16G_DDR5_5200_MHz_-_512G_NVMe_SSD_-_16"
"Laptop Lenovo LOQ 15IRX9 83DV006JAX - Intel Core I7 13650HX - Nvidia GeForce RTX 4060 8G - 16G DDR5 4800 MHz - 1TB NVMe SSD - 15.6 FHD (1920x1080) IPS 300nits Anti-glare and 100% sRGB and 144Hz.","55999","71999","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=6277&name=Laptop_Lenovo_LOQ_15IRX9_83DV006JAX_-_Intel_Core_I7_13650HX_-_Nvidia_GeForce_RTX_4060_8G_-_16G_DDR5_4800_MHz_-_1TB_NVMe_SSD_-_15.6_FHD_(1920x1080)_IPS_300nits_Anti-glare,_100%_sRGB,_144Hz."
"Laptop Lenovo LOQ 82XV0083AX - Intel Core I7 13620H - Nvidia GeForce RTX 4050 6G - 16G DDR5 4800 MHz - 512G NVMe SSD - 15.6","45799","62999","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=6275&name=Laptop_Lenovo_LOQ_82XV0083AX_-_Intel_Core_I7_13620H_-_Nvidia_GeForce_RTX_4050_6G_-_16G_DDR5_4800_MHz_-_512G_NVMe_SSD_-_15.6"
"Laptop Lenovo LOQ 82XV002LUS - Intel Core I5 13420H - Nvidia GeForce RTX 3050 6G - 16G DDR5 4800 MHz - 1TB NVMe SSD - 15.6","38999","52499","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=6274&name=Laptop_Lenovo_LOQ_82XV002LUS_-_Intel_Core_I5_13420H_-_Nvidia_GeForce_RTX_3050_6G_-_16G_DDR5_4800_MHz_-_1TB_NVMe_SSD_-_15.6"
"Laptop Lenovo LOQ-CI5-(82XV00P3AX) i5 12450H (8C/12T)-RAM 16G DDR5 4800-SSD 512G Gen4+(M.2)-RTX2050 4G 70w-15.6-FHD-IPS-144Hz-G SYNC-(60Wh)-(135W)-White Backlit-ARABIC-Storm Grey","30799","45499","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=6273&name=Laptop_Lenovo_LOQ-CI5-(82XV00P3AX)_i5_12450H_(8C/12T)-RAM_16G_DDR5_4800-SSD_512G_Gen4+(M.2)-RTX2050_4G_70w-15.6-FHD-IPS-144Hz-G_SYNC-(60Wh)-(135W)-White_Backlit-ARABIC-Storm_Grey"
"Laptop Lenovo LOQ 15IRH8 82XV00P3AX - Intel® Core™ i5-12450H - NVIDIA® GeForce RTX™ 2050 4GB - 8GB SO-DIMM DDR5-4800 - 512GB SSD M.2 - 15.6 FHD IPS 144Hz","30999","32450","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=6272&name=Laptop_Lenovo_LOQ_15IRH8_82XV00P3AX_-_Intel®_Core™_i5-12450H_-_NVIDIA®_GeForce_RTX™_2050_4GB_-_8GB_SO-DIMM_DDR5-4800_-_512GB_SSD_M.2_-_15.6_FHD_IPS_144Hz"
"Laptop Lenovo Yoga Slim 7 Pro 14ACH5 OD 82NK002YED - AMD Ryzen 7 5800HS - Nvidia GeForce MX450 2GB - 16GB LPDDR4x 4266 MHz - 1TB NVMe SSD - 14","50499","54999","In Stock","ضمـــان وكيـل سنتيـن","","https://www.sigma-computer.com/item?id=6271&name=Laptop_Lenovo_Yoga_Slim_7_Pro_14ACH5_OD_82NK002YED_-_AMD_Ryzen_7_5800HS_-_Nvidia_GeForce_MX450_2GB_-_16GB_LPDDR4x_4266_MHz_-_1TB_NVMe_SSD_-_14"
"Laptop Lenovo Legion 7 16ACHg6 82N600Q3ED - AMD Ryzen™ 9 5900HX - NVIDIA® GeForce RTX™ 3080 16GB - 32GB SO-DIMM DDR4-3200 - 2x 1TB SSD M.2 - 16","84999","105999","Out Of Stock","ضمـــــــــان سنتــــين","","https://www.sigma-computer.com/item?id=6270&name=Laptop_Lenovo_Legion_7_16ACHg6_82N600Q3ED_-_AMD_Ryzen™_9_5900HX_-_NVIDIA®_GeForce_RTX™_3080_16GB_-_32GB_SO-DIMM_DDR4-3200_-_2x_1TB_SSD_M.2_-_16"
"TEAMGROUP Elite DDR5 16GB 5200MHz CL42 1.1V.","3299","3599","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=6269&name=TEAMGROUP_Elite_DDR5_16GB_5200MHz_CL42_1.1V."
"TEAMGROUP Elite DDR4 8GB 3200MHz CL22 1.2V.","1140","1350","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=6268&name=TEAMGROUP_Elite_DDR4_8GB_3200MHz_CL22_1.2V."
"Laptop Lenovo Flex 5 14ALC05-82HU00LMED - AMD Ryzen 7 5700U - Integrated AMD Radeon Graphics - 8GB DDR4 3200 MHz - 512GB NVMe SSD - 14 FHD IPS Touch - Windows 11 Home","31499","41500","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=6266&name=Laptop_Lenovo_Flex_5_14ALC05-82HU00LMED_-_AMD_Ryzen_7_5700U_-_Integrated_AMD_Radeon_Graphics_-_8GB_DDR4_3200_MHz_-_512GB_NVMe_SSD_-_14_FHD_IPS_Touch_-_Windows_11_Home"
"Laptop Lenovo IdeaPad Flex 5 82R70055ED - Intel Core I7 1255u - 8GB LPDDR4x 4266 MHz - 512GB NVMe SSD - 14","35999","44555","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=6265&name=Laptop_Lenovo_IdeaPad_Flex_5_82R70055ED_-_Intel_Core_I7_1255u_-_8GB_LPDDR4x_4266_MHz_-_512GB_NVMe_SSD_-_14"
"Laptop Lenovo Legion 5 15ACH6A 82NW004JED - AMD Ryzen 7 5800H - AMD Radeon RX 6600M - 16GB DDR4 3200 MHz - 1TB NVMe SSD - 15.6 FHD (1920x1080) IPS 300nits Anti-glare and 100% sRGB and 165Hz","46999","55500","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=6264&name=Laptop_Lenovo_Legion_5_15ACH6A_82NW004JED_-_AMD_Ryzen_7_5800H_-_AMD_Radeon_RX_6600M_-_16GB_DDR4_3200_MHz_-_1TB_NVMe_SSD_-_15.6_FHD_(1920x1080)_IPS_300nits_Anti-glare,_100%_sRGB,_165Hz"
"Laptop Lenovo Legion 5 15ITH6H - Intel Core I7 11800H - Nvidia GeForce RTX 3070 8G - 16GB DDR4 3200 MHz - 1TB NVMe SSD - 15.6","64999","70999","Out Of Stock","no warranty","Intel® Core™ i7-11800H (8C / 16T and 2.3 / 4.6GHz and 24MB)
NVIDIA® GeForce RTX™ 3070 8GB GDDR6 and Boost Clock 1560MHz and TGP 130W
2x 8GB SO-DIMM DDR4-3200
1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®
15.6" WQHD (2560x1440) IPS 300nits Anti-glare and 100% sRGB and 165Hz and Dolby® Vision™ and G-SYNC®
Case Color Phantom Blue (Top)
Keyboard 4-Zone RGB Backlit and Arabic","https://www.sigma-computer.com/item?id=6263&name=Laptop_Lenovo_Legion_5_15ITH6H_-_Intel_Core_I7_11800H_-_Nvidia_GeForce_RTX_3070_8G_-_16GB_DDR4_3200_MHz_-_1TB_NVMe_SSD_-_15.6"
"Laptop Lenovo LEGION SLIM 7-16IRH8-82Y3005YAX - Intel Core I7 13700H - Nvidia GeForce RTX 4060 8G - 16GB DDR5 5200 MHz - 1TB NVMe SSD - 16 3.2K IPS 165Hz","76999","93000","In Stock","ضمـــــــــان سنــــة","","https://www.sigma-computer.com/item?id=6262&name=Laptop_Lenovo_LEGION_SLIM_7-16IRH8-82Y3005YAX_-_Intel_Core_I7_13700H_-_Nvidia_GeForce_RTX_4060_8G_-_16GB_DDR5_5200_MHz_-_1TB_NVMe_SSD_-_16_3.2K_IPS_165Hz"
"Laptop Lenovo Legion Slim 5 16IRH8 82YA0043AX - Intel® Core™ i7-13700H - NVIDIA® GeForce RTX™ 4060 8GB -  16GB SO-DIMM DDR5-5200 - 1TB SSD M.2 - 16","68999","98500","In Stock","ضمـــــــــان سنــــة","","https://www.sigma-computer.com/item?id=6261&name=Laptop_Lenovo_Legion_Slim_5_16IRH8_82YA0043AX_-_Intel®_Core™_i7-13700H_-_NVIDIA®_GeForce_RTX™_4060_8GB_-__16GB_SO-DIMM_DDR5-5200_-_1TB_SSD_M.2_-_16"
"Laptop Lenovo Ideapad Slim 3 83ER007KAX - Intel Core I5 12450H - Intel UHD Graphics - 8GB DDR5 4800 MHz - 512GB NVMe SSD - 15.6 FHD IPS","23499","31599","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=6260&name=Laptop_Lenovo_Ideapad_Slim_3_83ER007KAX_-_Intel_Core_I5_12450H_-_Intel_UHD_Graphics_-_8GB_DDR5_4800_MHz_-_512GB_NVMe_SSD_-_15.6_FHD_IPS"
"Laptop Acer TravelMate TMP215-53G-55ZV - Intel Core i5 1135G7 - Nvidia GeForce MX330 2GB - 8GB 3200 DDR4 RAM - 512GB NVMe SSD - 15.6 inch FHD IPS","22999","23500","In Stock","ضمـــــان سنـــــــــــة","Processor: Intel Core i5-1135G7 (11th Gen and up to 4.2 GHz)Graphics: NVIDIA GeForce MX330 (2GB GDDR5)RAM: 8GB DDR4Storage: 512GB SSDDisplay: 15.6" Full HD (1920 x 1080)Battery: 48 Wh Lithium Ion (3-cell)Ports: HDMI and VGA and RJ-45 and 4 USB ports (USB Type-C 3.2 Gen 2)Weight: 1.80 kgWarranty: 1 Year","https://www.sigma-computer.com/item?id=6251&name=Laptop_Acer_TravelMate_TMP215-53G-55ZV_-_Intel_Core_i5_1135G7_-_Nvidia_GeForce_MX330_2GB_-_8GB_3200_DDR4_RAM_-_512GB_NVMe_SSD_-_15.6_inch_FHD_IPS"
"Laptop Dell Vostro 3520 - Intel Core i5 1235U - Intel UHD Graphics - 8GB DDR4 2666MHz -256GB NVMe SSD - 15.6 inch FHD 120Hz","19199","29000","In Stock","ضمــــــان سنــــــة","Processor 
12th Generation Intel(R) Core( TM) i5-1235U (12MB Cache and up to 4.4 GHz and 10 cores)
Graphics
Intel(R) UHD Graphics
Memory 
8GB and 1x8GB and DDR4 and 2666MHz
Storage 
256GB M.2 PCIe NVMe Solid Stat e Drive
Display
15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti- Glare L ED Backlit Narrow Border Display","https://www.sigma-computer.com/item?id=6230&name=Laptop_Dell_Vostro_3520_-_Intel_Core_i5_1235U_-_Intel_UHD_Graphics_-_8GB_DDR4_2666MHz_-256GB_NVMe_SSD_-_15.6_inch_FHD_120Hz"
"Laptop Dell inspiron 3520 - Intel Core i5 1235U - Intel UHD Graphics - 8GB DDR4 2666MHz -256GB NVMe SSD - 15.6 inch FHD - Windows 11","25999","33000","In Stock","ضمــــــان سنــــــة","Processor 
12th Generation Intel(R) Core( TM) i5-1235U (12MB Cache and up to 4.4 GHz and 10 cores)
Graphics
Intel(R) UHD Graphics
Memory 
8GB and 1x8GB and DDR4 and 2666MHz
Storage 
256GB M.2 PCIe NVMe Solid Stat e Drive
Display
15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti- Glare L ED Backlit Narrow Border Display
Operating System 
Windows 11 Home","https://www.sigma-computer.com/item?id=6229&name=Laptop_Dell_inspiron_3520_-_Intel_Core_i5_1235U_-_Intel_UHD_Graphics_-_8GB_DDR4_2666MHz_-256GB_NVMe_SSD_-_15.6_inch_FHD_-_Windows_11"
"ASUS TUF Gaming F15 FX506HF-HN001W Core i5 11400H – Ram 8GB – 512 GB SSD NVME – 15.6″ FHD 144Hz –Nvidia Geforce RTX™ 2050 4GB  – Win 11","41400","39800","Out Of Stock","no warranty","Intel® Core™ i5-11400H Processor 2.7 GHz (12M Cache and up to 4.5 GHz and 6 Cores
NVIDIA® GeForce RTX™ 2050 Laptop GPU and Up to 1625MHz at 55W (TGP 70W with Dynamic Boost) *Vary by scenario and GDDR6 4G
15.6 inches and FHD (1920 x 1080) 16:9 and IPS Value Level and Anti-Glare Display and sRGB: 62.5% and Adobe: 47.34% and Refresh Rate: 144 Hz and Adaptive-Sync and Optimus
No and DDR4 SO-DIMM 8GB (3200MHz for i7-10870H/i7-10875H/i9-10980HK and 2933MHz for i5-10300H/i7-10750H) and Max Capacity:32GB
512GB M.2 NVMe™ PCIe® 3.0 SSDWindows 11 Home","https://www.sigma-computer.com/item?id=6204&name=ASUS_TUF_Gaming_F15_FX506HF-HN001W_Core_i5_11400H_–_Ram_8GB_–_512_GB_SSD_NVME_–_15.6″_FHD_144Hz_–Nvidia_Geforce_RTX™_2050_4GB__–_Win_11"
"Laptop HP fa1045ne - Intel Core I5 13420H - Nvidia GeForce RTX 3050 6GB - 8G DDR4 3200 MHz - SSD 512G NVMe - 15.6 inch FHD IPS 144Hz","42499","44499","Out Of Stock","no warranty","13th Generation Intel® Core™ i5 processor
Intel® Core™ i5-13420H (up to 4.6 GHz with Intel® Turbo Boost Technology and 12 MB L3 cache and 8 cores and 12 threads)
Discrete and
NVIDIA® GeForce RTX™ 3050 Laptop GPU (6 GB GDDR6 dedicated)
8 GB DDR4-3200 MHz RAM (2 x 4 GB)
512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD
39.6 cm (15.6") diagonal and FHD (1920 x 1080) and 144 Hz and 9 ms response time and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC
