laptopname,amazonprice in (LE),specs,ratingnumber,deliverytype,amazongetlink,amazon_rating_link
"Dell Vostro 3520 Laptop - 12th Intel Core i5-1235U 10-Cores and 8GB RAM and 256GB SSD and Intel UHD Graphics and 15.6 FHD (1920 x 1080) 120Hz 250 nits Anti-Glare and Ubuntu - Carbon Black""",20684,/Lenovo/Lenovo LOQ 15IRX9/15.6 Inches/Luna Grey/1 TB/Intel Core i7/16 GB/Windows 11/Dedicated,2,FREE delivery,https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-Anti-Glare/dp/B0CQF93P1T,https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-Anti-Glare/dp/B0CQF93P1T#customerReviews
"ASUS Vivobook S 14 Flip and AMD Ryzen 5 7530U and 8GB DDR4 on board AMD Radeon Graphics and 15.6 (1920 x 1200) 16:10 IPS 300 Nits and 512GB SSD and Windows 11 (TN3402YA-LZ005W) 1 Year Perfect Warranty by ASUS""",29499,/Lenovo/Lenovo LOQ 15IRX9/15.6 Inches/Luna Grey/1 TB/Intel Core i7/16 GB/Windows 11/Dedicated,4,FREE delivery,https://www.amazon.eg//-/en/ASUS-Vivobook-Ryzen-Radeon-Graphics/dp/B0D2M21XCB,https://www.amazon.eg//-/en/ASUS-Vivobook-Ryzen-Radeon-Graphics/dp/B0D2M21XCB#customerReviews
"Lenovo Legion 5 15ACH6 Gaming Laptop - Ryzen 5-5600H and 16 GB RAM and 512 GB SSD and NVIDIA GeForce RTX 3050 Ti 4GB GDDR6 Graphics and 15.6 FHD (1920x1080) IPS 120Hz and Backlit Keyboard and WIN 11""",40999,/Lenovo/15ACH6-56H16G512G3050W11/15.6 Inches/Phantom Blue (Top) Shadow Black (Bottom)/512 GB/Ryzen 5 5600H/16 GB/Windows 11/Backlit Keyboard/Dedicated,19,FREE delivery,https://www.amazon.eg//-/en/Lenovo-Legion-15ACH6-Gaming-Laptop/dp/B0BWBTY5G3,https://www.amazon.eg//-/en/Lenovo-Legion-15ACH6-Gaming-Laptop/dp/B0BWBTY5G3#customerReviews
"Lenovo LOQ 15IRH8 Gaming Laptop and12th Intel Core i5-12450H 8Cores and AI Chip: LA1 andNVIDIA GeForce RTX2050 4GB GDDR6 and8GB DDR5 RAM and512GB SSD and15.6 FHD (1920x1080) IPS 350nits 144Hz and Storm Grey and DOS""",33339,/Lenovo/15ACH6-56H16G512G3050W11/15.6 Inches/Phantom Blue (Top) Shadow Black (Bottom)/512 GB/Ryzen 5 5600H/16 GB/Windows 11/Backlit Keyboard/Dedicated,6,FREE delivery,https://www.amazon.eg//-/en/Lenovo-15IRH8-Gaming-Laptop-i5-12450H/dp/B0CQ77N7PC,https://www.amazon.eg//-/en/Lenovo-15IRH8-Gaming-Laptop-i5-12450H/dp/B0CQ77N7PC#customerReviews
"Dell Vostro 3520 Laptop - 12th Intel Core i5-1235U 10-Cores and 4GB RAM and 256GB SSD and Intel UHD Graphics and 15.6 FHD (1920 x 1080) 120Hz 250 nits Anti-Glare and Ubuntu - Carbon Black""",20314,/Lenovo/15ACH6-56H16G512G3050W11/15.6 Inches/Phantom Blue (Top) Shadow Black (Bottom)/512 GB/Ryzen 5 5600H/16 GB/Windows 11/Backlit Keyboard/Dedicated,19,FREE delivery,https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-Anti-Glare/dp/B0CQF9N1J9,https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-Anti-Glare/dp/B0CQF9N1J9#customerReviews
HP Pavilion X360 2-in-1 Laptop 14-EK0010NE (6L8J4EA) and Intel Core i7-1255U and 12th Generation and 16GB DDR4-3200 MHz RAM (onboard) and 512 GB PCIe NVMe M.2 SSD - Silver,37299,/HP/14-EK0010NE/14 Inches/Silver/512 GB/Core i7-1255U/16 GB/Windows 11/fingerprint reader/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/HP-Pavilion-14-EK0010NE-Generation-DDR4-3200/dp/B0BM55R52J,https://www.amazon.eg//-/en/HP-Pavilion-14-EK0010NE-Generation-DDR4-3200/dp/B0BM55R52J#customerReviews
Dell Latitude Laptop (Core i5 and500GB and 4 GB) - E6430 and14in,8700,/Dell/Latitude/14 Inches/Black and Silver/500 GB/Core i5/4 GB/Windows/Backlit Keyboard/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/Dell-Latitude-Laptop-Core-500GB/dp/B0997LHF2Q,https://www.amazon.eg//-/en/Dell-Latitude-Laptop-Core-500GB/dp/B0997LHF2Q#customerReviews
"Lenovo IdeaPad 1 and CPU: AMD Ryzen™ 3 7320U and 4GB Soldered LPDDR5-5500 and Display: 15.6 HD (1366x768) TN 220nits Anti-glare and 256GB SSD and Windows® 11 Home(82VG00DPED) 2 Years Local Warranty by Lenovo""",13990,/Dell/Latitude/14 Inches/Black and Silver/500 GB/Core i5/4 GB/Windows/Backlit Keyboard/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/Lenovo-IdeaPad-CPU-LPDDR5-5500-Anti-glare/dp/B0CW1KWRGX,https://www.amazon.eg//-/en/Lenovo-IdeaPad-CPU-LPDDR5-5500-Anti-glare/dp/B0CW1KWRGX#customerReviews
Dell Latitude 7490 14-inch FHD (1920x1080) Business Laptop PC and Intel Core i5-8350 1.6GHz and 16GB RAM and 512GB SSD and WiFi and Bluetooth and DP and Webcam Windows 10 Pro 64-Bit (Renewed),19000,/Dell/Latitude/14 Inches/Black and Silver/500 GB/Core i5/4 GB/Windows/Backlit Keyboard/Integrated,33,not available,https://www.amazon.eg//-/en/Dell-Latitude-7490-1920x1080-Bluetooth/dp/B0CFL5L4HG,https://www.amazon.eg//-/en/Dell-Latitude-7490-1920x1080-Bluetooth/dp/B0CFL5L4HG#customerReviews
ASUS TUF A15 2024 FA506NCR- HN007W- Ryzen 7-7435HS- 8GB DDR5-512GB SSD- RTX 3050 4GB- 15.6- FHD- 144Hz - Win 11-90NR0JV7-M001T0,35999,/ASUS/TUF A15/15.6 Inches/Black/Ryzen 7/8 GB/Windows 11 Home/Backlit Keyboard/Dedicated/NVIDIA GeForce RTX 3050,19,FREE delivery,https://www.amazon.eg//-/en/ASUS-FA506NCR-HN007W-7-7435HS-DDR5-512GB/dp/B0DFWXDBMY,not available
Asus Vivobook 15 X1504VA-NJ1007 Intel Core i7-1355U DDR4 16GB RASM 512GB M.2 NVMe PCIe 3.0 SSD Intel Iris X? Graphics DOS 15.6-Inch FHD Laptop and Cool Blue,29045.14,/ASUS/ASUS Vivobook 15/15.6 Inches/Blue/512 GB/Intel Core i7-1355U/16 GB/DOS/Backlit Keyboard/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/Vivobook-X1504VA-NJ1007-i7-1355U-Graphics-15-6-Inch/dp/B0DLH5KWDL,not available
"Hp Victus 15-fa1041ne Gaming Laptop - 13th Intel i5-13500H 12-Cores and 6GB GDDR6 NVIDIA GeForce RTX 3050 Graphics and 8GB RAM and 512GB SSD and 15.6 FHD (1920x1080) 144Hz IPS and Backlit Keyboard and Performance Blue""",40056.21,/HP/Victus Gaming Laptop/15.6 Inches/Performance Blue/512 GB/Intel Core i5/8 GB/DOS/Dedicated,19,FREE delivery,https://www.amazon.eg//-/en/Victus-15-fa1041ne-Gaming-Laptop-Performance/dp/B0DDQTWY8P,https://www.amazon.eg//-/en/Victus-15-fa1041ne-Gaming-Laptop-Performance/dp/B0DDQTWY8P#customerReviews
"Dell Vostro 3520 Laptop - 12th Intel Core i7-1255U 10-Cores and 16GB RAM and 512GB SSD and Intel UHD Graphics and 15.6 FHD (1920 x 1080) 120Hz 250 nits Anti-Glare and FingerPrint and Ubuntu - Carbon Black""",30225,/Dell/Vostro 3520/15.6 Inches/Carbon Black/512 GB/Core i7-1255U/16 GB/Ubuntu/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-FingerPrint/dp/B0CQF34BDN,https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-FingerPrint/dp/B0CQF34BDN#customerReviews
"Lenovo IdeaPad 1 15IAU7 Laptop - 12th Intel Core i3-1215U and 8GB RAM and 256GB SSD and Integrated Intel UHD Graphics and 15.6 HD (1366x768) TN 220nits Anti-glare and WIN 11 and Abyss Blue and 2Y Warranty and Briefcase""",17333,/Lenovo/Lenovo IdeaPad 1 15IAU7/15.6 Inches/Abyss Blue/256 GB/Core i3-1215U/8 GB/Windows 11/Integrated,19,FREE delivery,https://www.amazon.eg//-/en/Lenovo-IdeaPad-15IAU7-Laptop-Integrated/dp/B0D6MFK2HN,https://www.amazon.eg//-/en/Lenovo-IdeaPad-15IAU7-Laptop-Integrated/dp/B0D6MFK2HN#customerReviews
"Hp Victus 15 Gaming Laptop - 13th Intel i5-13500H 12-Cores and 6GB GDDR6 NVIDIA GeForce RTX 3050 Graphics and 16GB RAM and 512GB SSD and 15.6 FHD (1920x1080) 144Hz IPS and Backlit Keyboard and Dos -Performance Blue""",50889.6,/HP/Victus Gaming Laptop/17.3 Inches/Performance Blue/512 GB/Intel Core i5/16 GB/Windows 11 Home/Dedicated,19,FREE delivery,https://www.amazon.eg//-/en/Victus-Gaming-Laptop-i5-13500H-Performance/dp/B0CNKJWK32,https://www.amazon.eg//-/en/Victus-Gaming-Laptop-i5-13500H-Performance/dp/B0CNKJWK32#customerReviews
"HP 255 G8 Laptop - AMD Ryzen 5 5500U up to 4.0 GHz 8 MB cache 6 cores and 8GB RAM and 256GB SSD and AMD Radeon Graphics and 15.6 FHD (1920X1080) 250 nits Antiglare and Dos - Silver""",19799,/HP/HP 255 G8/15.6 Inches/Silver/256 GB/Ryzen 5 5500U/8 GB/Windows 11 Pro/Integrated/AMD Radeon,19,FREE delivery,https://www.amazon.eg//-/en/HP-255-Laptop-1920X1080-Antiglare/dp/B0D35FDCW7,https://www.amazon.eg//-/en/HP-255-Laptop-1920X1080-Antiglare/dp/B0D35FDCW7#customerReviews
"DELL G15 5530 Gaming Laptop - 13th Intel Core i5-13450HX and 16GB DDR5-4800 MHz RAM and 512GB SSD and NVIDIA GeForce RTX 3050 6GB GDDR6 Graphics and 15.6 FHD (1920x1080) 120Hz and 4Z RGB Backlit Keyboard and Ubuntu""",42999,/Dell/G15 5530 Gaming/15.6 Inches/Dark Shadow Gray with Black thermal shelf/512 GB/16 GB/UBUNTU/Dedicated/RTX 3050 6GB,19,FREE delivery,https://www.amazon.eg//-/en/DELL-G15-5530-Gaming-Laptop/dp/B0DCDWQ95D,not available
"HP 15 Laptop - Ryzen 3 5300U 4-Cores and 8GB RAM and 256GB SSD and AMD Radeon Graphics and 15.6 FHD (1920 x 1080) micro-edge anti-glare 250 nits and DOS - Jet Black""",16666,/Dell/G15 5530 Gaming/15.6 Inches/Dark Shadow Gray with Black thermal shelf/512 GB/16 GB/UBUNTU/Dedicated/RTX 3050 6GB,29,FREE delivery,https://www.amazon.eg//-/en/HP-15-Laptop-micro-edge-anti-glare/dp/B0CX23GDP5,https://www.amazon.eg//-/en/HP-15-Laptop-micro-edge-anti-glare/dp/B0CX23GDP5#customerReviews
"Dell Latitude 7400 Touchscreen Business Laptop and 14 FHD (1920 x 1080) and Intel Core i7-8665U 1.9GHz Up to 4.8GHz and 16GB RAM and 256GB SSD and Backlit Keyboard and Windows 10 Pro (Renewed)""",20000,/Dell/7400/14 Inches/Black/256 GB/Core i7/Windows 10 Pro/Backlit Keyboard TouchScreen/Integrated/Intel UHD Graphics 620,19,FREE delivery,https://www.amazon.eg//-/en/Dell-Latitude-7400-Touchscreen-Business/dp/B0CTTLD7JZ,https://www.amazon.eg//-/en/Dell-Latitude-7400-Touchscreen-Business/dp/B0CTTLD7JZ#customerReviews
"MSI Modern 14 C12MO - Intel® Core™ i5-1235U - 8GB - 512GB - Intel® Iris Xe Graphics - 14FHD and Local Warranty""",20699,/MSI/Modern 14/14 Inches/Black/512 GB/Core i5-1235U/8 GB/DOS/Integrated/Intel Iris Xe Graphics,19,FREE delivery,https://www.amazon.eg//-/en/MSI-Modern-14-C12MO-i5-1235U/dp/B0DFMQV8S2,https://www.amazon.eg//-/en/MSI-Modern-14-C12MO-i5-1235U/dp/B0DFMQV8S2#customerReviews
Dell Latitude 5400 Business Laptop and 14-inch Laptop Computer and Intel Core i5-8365 and 16GB RAM 512GB SSD and Webcam and Windows 10 Pro (Renewed),19000,/MSI/Modern 14/14 Inches/Black/512 GB/Core i5-1235U/8 GB/DOS/Integrated/Intel Iris Xe Graphics,5,EGP 26.00 delivery,https://www.amazon.eg//-/en/Dell-Latitude-Business-Computer-i5-8365/dp/B0CNPP359K,https://www.amazon.eg//-/en/Dell-Latitude-Business-Computer-i5-8365/dp/B0CNPP359K#customerReviews
"HP Victus 15.6 Gaming Laptop - Intel Core i5-12450H and NVIDIA GeForce RTX 3050 and 8GB RAM and 512GB SSD and FHD 144Hz Display - High Performance for Gaming & Productivity and Blue""",34000,/HP/Victus Gaming Laptop/15.6 Inches/Performance blue/512 GB/Intel Core i5/8 GB/Windows 11/Dedicated,19,FREE delivery,https://www.amazon.eg//-/en/HP-Victus-15-6-Gaming-Laptop/dp/B0D9PKL6VM,https://www.amazon.eg//-/en/HP-Victus-15-6-Gaming-Laptop/dp/B0D9PKL6VM#customerReviews
